person_id,birth_year,start_year,working_start_age,retirement_age,death_age,retirement_year,death_year,initial_salary,salary_growth_rate,total_earning_points,current_pension_value,annual_pension,years_in_retirement,total_pension_payout,total_contributions,balance
67,1935,1958,23,63,69,1998,2004,13811.815379556543,0.03111216300274022,39.834869794227075,18.357261367239552,731.2591163425824,6,4387.554698055495,198663.2090775707,194275.6543795152
68,1936,1958,22,62,65,1998,2001,12560.423949813041,0.007584086058430385,22.526766977767522,18.357261367239552,413.5297491697794,3,1240.5892475093383,108695.87690351061,107455.28765600127
69,1937,1958,21,60,65,1997,2002,14150.59277253404,0.011637271112148491,26.730999268871873,17.822583851688883,476.4154759089032,5,2382.077379544516,128973.23880747311,126591.1614279286
70,1940,1959,19,67,61,2007,2001,33855.58584306111,0.018541612563103712,78.70833417315488,23.952062360518745,0.0,0,0.0,395068.49332860415,395068.49332860415
71,1932,1959,27,64,68,1996,2000,10760.522302463725,0.053132420733896256,43.14501206526126,17.30347946765911,746.5588304031528,4,2986.235321612611,218105.1627666016,215118.92744498898
72,1935,1959,24,66,70,2001,2005,22268.588332428095,0.013664716003542288,46.75330270498324,20.05947514203957,937.8467134188627,4,3751.3868536754508,232889.24487584532,229137.85802216988
73,1941,1959,18,59,64,2000,2005,31437.87768100187,0.038009868835886564,108.48960067940351,19.47521858450444,2112.8586873769846,5,10564.293436884924,556277.9086748289,545713.6152379441
74,1937,1959,22,58,65,1995,2002,29713.339855005004,0.026783644933894554,67.26878860933161,16.79949462879525,1130.0816529280296,7,7910.571570496208,328017.97522841307,320107.4036579169
75,1935,1959,24,60,70,1995,2005,26981.116314822288,0.01293232238212455,47.55261169348017,16.79949462879525,798.8598447298065,10,7988.5984472980645,228241.7513840011,220253.15293670303
76,1936,1959,23,66,70,2002,2006,11380.079260652583,0.0070364401159485074,21.355929764810206,20.66125939630076,441.24040451992397,4,1764.9616180796959,105856.72907695865,104091.76745887895
77,1938,1959,21,62,70,2000,2008,10514.833054952507,0.04316822115019555,40.859270122250386,19.47521858450444,795.7432168341377,8,6365.9457346731015,210953.66783558475,204587.72210091166
78,1937,1959,22,64,62,2001,1999,15196.056097300456,0.026692582461898654,39.47196712335878,20.05947514203957,0.0,0,0.0,197828.19534085155,197828.19534085155
79,1935,1959,24,67,68,2002,2003,38474.37194774158,0.04933401936490238,189.9476540053594,20.66125939630076,3924.5577511235174,1,3924.5577511235174,1005291.54467735,1001366.9869262264
80,1938,1959,21,67,68,2005,2006,38003.08924238449,0.030051994195762963,129.86115236106758,22.577115996341544,2931.8903002744055,1,2931.8903002744055,683077.3763365027,680145.4860362284
81,1934,1959,25,62,62,1996,1996,28475.534931697413,0.05219458022803786,111.91447072754515,17.30347946765911,1936.509746368014,0,0.0,565199.1368167035,565199.1368167035
82,1940,1959,19,58,70,1998,2010,27573.2674382039,0.05201151207124788,119.54602065754925,18.357261367239552,2194.5375466240503,12,26334.450559488603,613756.6233568098,587422.1727973212
83,1934,1959,25,59,61,1993,1995,29298.646553270595,0.027912644524575835,62.8291869230229,15.835134912616882,994.9086513760919,2,1989.8173027521839,302582.18225212855,300592.3649493764
84,1940,1960,20,62,70,2002,2010,21583.079134023228,0.053059528191195714,110.27464669061209,20.66125939630076,2278.4130801101555,8,18227.304640881244,587908.9759310768,569681.6712901955
85,1933,1960,27,59,61,1992,1994,28547.616530136787,0.021827710744436325,50.69822552754465,15.373917390890178,779.4303311251911,2,1558.8606622503821,242205.40286388324,240646.54220163287
86,1933,1960,27,65,68,1998,2001,30448.410069183694,0.022031228473212004,66.69185383450674,18.357261367239552,1224.2797919057775,3,3672.8393757173326,331343.51561207854,327670.6762363612
87,1940,1960,20,66,65,2006,2005,13544.944828649688,0.03983685826820753,56.59182884755537,23.25442947623179,0.0,0,0.0,303566.6129083295,303566.6129083295
88,1932,1960,28,65,62,1997,1994,22538.380951467363,0.05337902757601237,76.52507641113596,17.822583851688883,0.0,0,0.0,381661.58932373766,381661.58932373766
89,1939,1960,21,67,63,2006,2002,32518.44254922575,0.0453417369633632,137.48942519847972,23.25442947623179,0.0,0,0.0,725602.6243923235,725602.6243923235
90,1942,1960,18,60,62,2002,2004,21160.542573783496,0.04382064803709984,86.24965645455009,20.66125939630076,1782.0265248492856,2,3564.053049698571,454244.0770460576,450680.023996359
91,1935,1960,25,64,63,1999,1998,17157.905793710204,0.03899223899501229,52.89897642220601,18.907979208256734,0.0,0,0.0,268313.7397313903,268313.7397313903
92,1936,1960,24,66,61,2002,1997,13093.716065077979,0.050127645333978336,48.71779416410239,20.66125939630076,0.0,0,0.0,248209.97920953497,248209.97920953497
93,1939,1960,21,66,64,2005,2003,18929.055235279324,0.00999924435809317,37.33026061713748,22.577115996341544,0.0,0,0.0,187999.9611404624,187999.9611404624
94,1939,1960,21,66,61,2005,2000,12738.600303584008,0.020965681879520744,29.073344202475383,22.577115996341544,0.0,0,0.0,146149.77841527452,146149.77841527452
95,1939,1960,21,60,68,1999,2007,28955.116365093978,0.027422276098915992,73.0011136351864,18.907979208256734,1380.3035387936916,8,11042.428310349533,367688.47880379896,356646.05049344944
96,1940,1960,20,66,62,2006,2002,30175.553682311154,0.042618726471884,119.50507587185346,23.25442947623179,0.0,0,0.0,628350.9996562104,628350.9996562104
97,1936,1960,24,66,65,2002,2001,12736.18309146071,0.029721015235129076,36.12776309153486,20.66125939630076,0.0,0,0.0,185139.10437210297,185139.10437210297
98,1937,1961,24,67,63,2004,2000,32111.066703730266,0.03229578850824945,88.57779406647641,21.919530093535478,0.0,0,0.0,453891.7256075202,453891.7256075202
99,1933,1961,28,59,70,1992,2003,30640.900305251173,0.04684819371186869,77.84899251647484,15.373917390890178,1196.8439799123119,11,13165.28377903543,381287.7860877311,368122.50230869564
100,1943,1961,18,63,65,2006,2008,22782.744251408236,0.01612882087855153,53.188211086341155,23.25442947623179,1236.8615036742501,2,2473.7230073485002,277038.74621693994,274565.02320959145
101,1935,1961,26,59,69,1994,2004,31187.266814694885,0.009067439032094988,46.235955257456546,16.31018895999539,754.1171669950086,10,7541.171669950086,221988.3865325876,214447.2148626375
102,1939,1961,22,63,61,2002,2000,27439.16251680347,0.048156926099450194,106.7169065891158,20.66125939630076,0.0,0,0.0,557535.2185979367,557535.2185979367
103,1938,1961,23,61,59,1999,1997,38417.45732151576,0.054300053191143546,146.46342304508312,18.907979208256734,0.0,0,0.0,751389.8339236777,751389.8339236777
104,1940,1961,21,61,64,2001,2004,31245.435867495995,0.02908334939820577,83.51281324106735,20.05947514203957,1675.2232012509835,3,5025.669603752951,429210.9767080283,424185.3071042753
105,1938,1961,23,64,69,2002,2007,17461.724632908637,0.021512626450954926,41.08496078175163,20.66125939630076,848.8670319986142,5,4244.335159993071,210351.0525712129,206106.71741121984
106,1941,1961,20,59,70,2000,2011,27144.190756150318,0.042048693045533415,92.24331771855523,19.47521858450444,1796.4587755287546,11,19761.0465308163,478437.076086228,458676.0295554117
107,1936,1961,25,66,65,2002,2001,32381.346377962698,0.034168438254857984,96.53907915076921,20.66125939630076,0.0,0,0.0,499552.69141175144,499552.69141175144
108,1935,1961,26,58,67,1993,2002,36057.97384568381,0.016179791925972634,57.90915551002858,15.835134912616882,916.9992901770139,9,8252.993611593125,278269.90680013935,270016.9131885462
109,1938,1961,23,67,70,2005,2008,39337.02006262813,0.03280025193212923,131.51898473436208,22.577115996341544,2969.3193740687652,3,8907.958122206295,699834.8414635961,690926.8833413898
110,1939,1961,22,63,63,2002,2002,39788.943883579006,0.008689828236769944,72.20162707428777,20.66125939630076,1491.7765458168317,0,0.0,362648.1870738193,362648.1870738193
111,1941,1961,20,60,62,2001,2003,12263.036412693078,0.013310771595462647,23.76047123109615,20.05947514203957,476.6225820233196,2,953.2451640466392,119453.87057318074,118500.6254091341
112,1944,1962,18,58,63,2002,2007,30907.751675914446,0.024210091568961,73.77215359388947,20.66125939630076,1524.2256016270917,5,7621.128008135458,380767.7038926321,373146.5758844966
113,1938,1962,24,66,69,2004,2007,18428.89568776691,0.052520574203827934,90.8946432662268,21.919530093535478,1992.36786841523,3,5977.10360524569,494966.40784012043,488989.3042348747
114,1937,1962,25,63,70,2000,2007,13202.68197807653,0.02178300323984816,28.1566301027327,19.47521858450444,548.356525853757,7,3838.4956809762994,142939.60551973662,139101.1098387603
115,1935,1962,27,61,68,1996,2003,21648.051519696164,0.016469737285247484,36.908908507524146,17.30347946765911,638.6525405336527,7,4470.567783735569,181565.017307344,177094.44952360843
116,1940,1962,22,66,62,2006,2002,39586.32233438808,0.03990808570098726,132.45814941567158,23.25442947623179,0.0,0,0.0,698163.6293181141,698163.6293181141
117,1944,1962,18,66,59,2010,2003,22336.201626165588,0.035139094101164926,69.90381521727167,26.17306524702257,0.0,0,0.0,368937.0165031529,368937.0165031529
118,1942,1962,20,63,60,2005,2002,22499.171732154377,0.03405813105904131,66.18851078828428,22.577115996341544,0.0,0,0.0,346217.07395075547,346217.07395075547
119,1936,1962,26,59,68,1995,2004,37981.85450062039,0.04830319447502042,108.73476354912812,16.79949462879525,1826.6890762068995,9,16440.201685862095,547459.4269961191,531019.2253102569
120,1940,1962,22,64,66,2004,2006,21293.90100634149,0.04552766653909165,88.47976542994755,21.919530093535478,1939.4348810106953,2,3878.8697620213907,477402.72644311364,473523.85668109223
121,1944,1962,18,62,68,2006,2012,21426.725698930648,0.05349571989073016,119.57492942908051,23.25442947623179,2780.646763533946,6,16683.880581203674,663391.4907232109,646707.6101420072
122,1934,1962,28,58,59,1992,1993,24060.79479384911,0.025740975116883263,41.11026691054724,15.373917390890178,632.0258474001992,1,632.0258474001992,198814.66939248703,198182.64354508684
123,1944,1962,18,62,65,2006,2009,35941.671287651596,0.045645050456503876,163.55809043219526,23.25442947623179,3803.450079222626,3,11410.350237667877,897361.6961423524,885951.3459046845
124,1940,1962,22,63,61,2003,2001,26662.951168078824,0.043449370759025524,92.41241056795972,21.281097178189782,0.0,0,0.0,485404.7249687754,485404.7249687754
125,1940,1962,22,67,68,2007,2008,21335.516478273596,0.017054241616481593,50.30676065371041,23.952062360518745,1204.9506683333625,1,1204.9506683333625,265352.14371445164,264147.19304611825
126,1937,1963,26,58,61,1995,1998,18241.953910777265,0.015361382450402822,28.297687183050524,16.79949462879525,475.3868438389855,3,1426.1605315169566,138882.5919792461,137456.43144772915
127,1945,1963,18,58,66,2003,2011,28543.847213736874,0.022908135901642028,65.60080550392487,21.281097178189782,1396.0571168965523,8,11168.456935172419,341698.69227747683,330530.2353423044
128,1938,1963,25,64,68,2002,2006,24944.955599376786,0.028810534839450713,62.62009374015509,20.66125939630076,1293.810000186014,4,5175.240000744056,326512.6979423603,321337.45794161625
129,1943,1963,20,59,70,2002,2013,34491.57205639187,0.05339868827199115,147.72163223122806,20.66125939630076,3052.114961974346,11,33573.264581717805,793578.6418521568,760005.377270439
130,1935,1963,28,66,59,2001,1994,14020.456853519223,0.006439133815666949,18.417638330252,20.05947514203957,0.0,0,0.0,89158.95347066835,89158.95347066835
131,1941,1963,22,62,60,2003,2001,34151.34002558085,0.05015755293383131,129.3550858087783,21.281097178189782,0.0,0,0.0,686661.8273103132,686661.8273103132
132,1944,1963,19,63,60,2007,2004,27697.530605638993,0.02461220225498662,68.08102543147095,23.952062360518745,0.0,0,0.0,357893.61744806636,357893.61744806636
133,1935,1963,28,60,60,1995,1995,20447.66401069901,0.030699474457990542,40.62367993513607,16.79949462879525,682.4572928722158,0,0.0,202138.42028343037,202138.42028343037
134,1938,1963,25,64,68,2002,2006,35870.911262402355,0.052476031182882105,150.4392581883729,20.66125939630076,3108.2645368170356,4,12433.058147268142,807337.9700017702,794904.911854502
135,1942,1963,21,67,66,2009,2008,35262.74245056129,0.04344588706576987,156.4952275378205,25.410742958274337,0.0,0,0.0,872390.8503946314,872390.8503946314
136,1942,1963,21,65,63,2007,2005,39400.97725856431,0.02963090469964348,111.71857900398508,23.952062360518745,0.0,0,0.0,595813.445403685,595813.445403685
137,1935,1963,28,60,67,1995,2002,23803.574769507162,0.03423830529745769,50.17609131839829,16.79949462879525,842.9329765973722,7,5900.530836181605,250441.069954796,244540.5391186144
138,1935,1963,28,63,66,1998,2001,15402.018170478956,0.039825073311353945,40.999258663845325,18.357261367239552,752.6341071552692,3,2257.9023214658077,210257.56978378116,207999.66746231535
139,1937,1963,26,60,61,1997,1998,25457.081645926326,0.05365551746350521,84.09199104236569,17.822583851688883,1498.736561608033,1,1498.736561608033,433499.93155343836,432001.1949918303
140,1937,1964,27,60,61,1997,1998,34653.719105333475,0.022254131391119338,61.52559258788603,17.822583851688883,1096.5450329224468,1,1096.5450329224468,309182.4781733613,308085.9331404388
141,1937,1964,27,63,63,2000,2000,26461.45927622226,0.03172117518662615,62.25495093063753,19.47521858450444,1212.4287773417639,0,0.0,322394.1293180018,322394.1293180018
142,1937,1964,27,59,59,1996,1996,25102.518125645707,0.03951974143146826,57.25624591063422,17.30347946765911,990.7322755099001,0,0.0,290234.21925442334,290234.21925442334
143,1938,1964,26,67,67,2005,2005,24434.361821688795,0.03938923585480415,82.3860578265994,22.577115996341544,1860.0395840324368,0,0.0,447015.70756917924,447015.70756917924
144,1939,1964,25,58,68,1997,2007,36049.03321106761,0.009225850384034097,51.84681844569728,17.822583851688883,924.0442691917297,10,9240.442691917297,257272.59862986134,248032.15593794404
145,1944,1964,20,61,66,2005,2010,24535.68955573064,0.0359127385765148,76.44488435848629,22.577115996341544,1725.9050214884603,5,8629.525107442301,412823.5995957932,404194.0744883509
146,1940,1964,24,65,60,2005,2000,32424.128144012695,0.006834160144529896,48.71329027724654,22.577115996341544,0.0,0,0.0,245207.78392481673,245207.78392481673
147,1939,1964,25,60,65,1999,2004,30614.965162099932,0.04722203363168144,92.99413497047291,18.907979208256734,1758.3311705115223,5,8791.655852557611,485672.72044673614,476881.0645941785
148,1936,1964,28,59,68,1995,2004,20624.400123793763,0.024858191625204126,35.40836435609092,16.79949462879525,594.8426268145747,9,5353.583641331173,176050.02696084246,170696.44331951128
149,1938,1964,26,64,63,2002,2001,15468.516354278741,0.03319825460094182,38.95014667923367,20.66125939630076,0.0,0,0.0,203497.40058945466,203497.40058945466
150,1946,1964,18,64,64,2010,2010,19824.920565337437,0.010988106590962561,40.861357163310764,26.17306524702257,1069.4669671172257,0,0.0,219194.3451702545,219194.3451702545
151,1946,1964,18,61,67,2007,2013,30373.069574334688,0.044458561930366916,125.67366118196813,23.952062360518745,3010.1433697052043,6,18060.860218231224,697766.6410025689,679705.7807843377
152,1945,1964,19,61,64,2006,2009,27605.233540626374,0.042271973709216495,103.78238533354079,23.25442947623179,2413.4001606139364,3,7240.200481841809,569818.5767329151,562578.3762510733
153,1946,1964,18,60,68,2006,2014,18513.277173961735,0.023154114819931758,44.991488094331615,23.25442947623179,1046.2513869203567,8,8370.011095362854,240229.2018347924,231859.19073942953
154,1938,1965,27,59,69,1997,2007,20682.90177693539,0.054325762439648984,60.54160040819958,17.822583851688883,1079.0077497905788,10,10790.077497905788,314054.9540572341,303264.87655932835
155,1943,1965,22,66,59,2009,2002,10226.030894022242,0.016266639885626412,18.445968225158477,25.410742958274337,0.0,0,0.0,95496.1782383187,95496.1782383187
156,1942,1965,23,64,62,2006,2004,35524.52553508439,0.009394381227007195,59.60112916699815,23.25442947623179,0.0,0,0.0,309502.9601122038,309502.9601122038
157,1940,1965,25,64,67,2004,2007,12407.012369849266,0.031225569478512735,32.03506967533937,21.919530093535478,702.1936737971072,3,2106.5810213913214,171263.2629743188,169156.68195292747
158,1940,1965,25,62,62,2002,2002,39917.66604305183,0.04983051314870104,139.73602183326204,20.66125939630076,2887.1221941041736,0,0.0,751727.4326476577,751727.4326476577
159,1944,1965,21,61,64,2005,2008,39252.01488835427,0.029537438962939224,101.39446895235129,22.577115996341544,2289.1946869246863,3,6867.584060774059,544758.3051998169,537890.7211390429
160,1942,1965,23,60,67,2002,2009,31553.71812509661,0.03175183660224553,76.37743337187949,20.66125939630076,1578.0539629200805,7,11046.377740440563,402756.66866824677,391710.2909278062
161,1938,1965,27,60,70,1998,2008,16152.326804483773,0.05339970332521171,49.16581169440853,18.357261367239552,902.5496556067403,10,9025.496556067403,256911.9229367101,247886.4263806427
